year,topic,d_lang,d_nearest_neighbor
2013,2,0.9722722252401929,0.9723527009114545
2013,3,0.9658303792263742,0.9661864764322786
2013,4,0.9689214331959461,0.9730051245336954
2013,6,0.9123118770232541,0.9409610634725815
2013,7,0.9042544359633262,0.9409610634725815
2013,8,0.8978989069013344,0.9247596961420429
2013,9,0.9234743695188299,0.9247596961420429
2013,10,0.9010185015941677,0.9476232668458227
2013,13,0.8623793224331958,0.9752992710258799
2013,14,0.9081513174190813,0.9653091499319656
2013,17,0.9112724166512359,0.9771341986942914
2013,18,0.9492636738693812,0.9678918093266641
2013,19,0.9675955786194472,0.9736087261435834
2013,20,0.9678918093266641,0.9711250720089454
2013,21,0.9314705832998444,0.9652612503498906
2013,23,0.9464520243283951,0.9673185422442434
2013,24,0.923757017760795,0.9588831433475059
2013,25,0.8925822034311924,0.9750212888325451
2013,26,0.930609279510954,0.9556834596981991
2013,27,0.9549170292314969,0.9752233914200253
2013,28,0.9414270069375786,0.9715445863932495
2013,29,0.9320046392004622,0.9687840271003921
2013,30,0.9498258353761799,0.9699419863818731
2013,31,0.9358812841347307,0.948531916355501
2013,32,0.917611742060656,0.948531916355501
2013,37,0.949938173061327,0.9666398675527783
2013,40,0.9328656015581984,0.9666398675527783
2013,42,0.9316971644666681,0.9761017649680278
2013,43,0.9154675632140572,0.9586798493153488
2013,44,0.9002526761268489,0.969225948407314
2013,46,0.9294273733736528,0.9645992006847446
2013,49,0.8909084482704926,0.9580658220739511
2013,50,0.9580658220739511,0.9653617105867298
2013,51,0.9022265761831127,0.9653617105867298
2013,52,0.9077475472959138,0.9645992006847446
2013,68,0.9019264532811606,0.9731957981036129
2013,82,0.9580425230442344,0.9770319885564127
2013,83,0.9360539341357339,0.9699908253294685
2013,84,0.9433539636795711,0.969225948407314
2013,92,0.9225815295402297,0.9476635713476553
2013,94,0.9287500787305721,0.9665163374908036
2013,95,0.9198180458457429,0.9622650451614309
2013,96,0.9549042838440778,0.9635427541146804
2013,97,0.9272569031010238,0.9626691365648549
2013,98,0.9469442014378504,0.9693818691792029
2013,99,0.9716225889468925,0.9716908049025992
2013,100,0.8532890651906426,0.9585138504905464
2013,101,0.9379583844793717,0.9529797506713319
2013,102,0.9078714531707126,0.9617519204949099
2013,103,0.894116115775721,0.9575744389796788
2013,104,0.831038088643429,0.9180087291304362
2013,105,0.91397923955884,0.9180087291304362
2013,106,0.9364840402683428,0.9378453521330702
2013,107,0.899505012421348,0.9437135843421
2013,108,0.9305231355008413,0.9527024401210358
2013,109,0.940329260263031,0.9594999950597272
2013,110,0.9201965306164882,0.9671909395976662
2013,111,0.8894798050504744,0.9590453926295696
2013,113,0.8815710510769604,0.9655674734060626
2013,114,0.8943154286433278,0.9802422987255973
2013,115,0.8457027056970106,0.9556834596981991
2014,2,0.9549735549470882,0.9653078212129091
2014,3,0.96065351767065,0.9618931712238679
2014,4,0.9549013739029426,0.9714094486620762
2014,6,0.9368185069411443,0.9375335043758481
2014,7,0.8693443490636474,0.9375335043758481
2014,8,0.8637638859580962,0.9299184458033971
2014,9,0.9066691520728802,0.9299184458033971
2014,10,0.8859141801793569,0.9449903288261651
2014,13,0.908546084143039,0.9767487902117691
2014,14,0.9272977042539892,0.9651841251973594
2014,17,0.8936687534251034,0.9699157205148475
2014,18,0.952148491329532,0.9737727833010575
2014,19,0.9633585020445588,0.9738296977267065
2014,20,0.9751906775410063,0.9763029549977961
2014,21,0.9603022377358955,0.9735039269182741
2014,23,0.9400810237912836,0.9573077097021617
2014,24,0.919248094487983,0.9573077097021617
2014,25,0.9364074190712408,0.9705908456835844
2014,26,0.9322004429527346,0.9745931613665807
2014,27,0.9397462064350391,0.9752977703625314
2014,28,0.946031682020177,0.9757258454136613
2014,29,0.9121067297207951,0.9627013020859468
2014,30,0.944620680642969,0.9653224894675457
2014,31,0.9465374074992596,0.9502058271863199
2014,32,0.8868380969657835,0.9502058271863199
2014,37,0.9212936753383879,0.9692364661710794
2014,40,0.9277651870973833,0.9692364661710794
2014,42,0.913259791253352,0.9763871481020545
2014,43,0.9225446773315285,0.9474411567122654
2014,44,0.9023852562633939,0.9659056825447995
2014,46,0.9178156556217546,0.9664221642358263
2014,49,0.9248656981730141,0.9694061237606242
2014,50,0.96439751205328,0.9647456232466499
2014,51,0.923219487675894,0.9647456232466499
2014,52,0.9019242186692357,0.96298459296108
2014,68,0.9211504658897575,0.974868412588672
2014,82,0.9567864248959315,0.9751287757168515
2014,83,0.9586764538847723,0.9691041735241028
2014,84,0.9275306142604302,0.9659056825447995
2014,92,0.9186677050713591,0.9662438730926283
2014,94,0.9658557273463261,0.9701418848846803
2014,95,0.937231648133007,0.9657389609636189
2014,96,0.9677914345034011,0.970690232190941
2014,97,0.959853932161534,0.970690232190941
2014,98,0.9495372875130954,0.9681215159364649
2014,99,0.9646386558097508,0.9681215159364649
2014,100,0.8562371400442781,0.9540597252558459
2014,101,0.9211084188816985,0.9440745730053993
2014,102,0.9054821013210719,0.9745185851972944
2014,103,0.8723441594738125,0.9594507864806607
2014,104,0.8725565273484094,0.9196941945420705
2014,105,0.9196941945420705,0.9286259659096764
2014,106,0.9431985477652239,0.9512915007890667
2014,107,0.8733557139641079,0.939635059975844
2014,108,0.936684225979347,0.9449796554598493
2014,109,0.9338747276559936,0.9449796554598493
2014,110,0.9254780247386265,0.9609503304262675
2014,111,0.9048208416350652,0.9499336969228187
2014,113,0.8874265551887831,0.9766595883608785
2014,114,0.8611337244290586,0.9786921505454971
2014,115,0.8316183273718508,0.9750889720932683
2015,2,0.9738059125405062,0.9744134069131123
2015,3,0.9625991305948642,0.9643353660833458
2015,4,0.9493325162669565,0.971624700994196
2015,6,0.9302661792123808,0.9444480799453746
2015,7,0.8651337679735444,0.9302661792123808
2015,8,0.8871968041327165,0.9292542646710537
2015,9,0.9181438046499728,0.9292542646710537
2015,10,0.916784116802999,0.9501815796581172
2015,13,0.8903924219240296,0.976343832375818
2015,14,0.9147286301043469,0.9598809920929532
2015,17,0.9184322546345645,0.9726114802124434
2015,18,0.9577492013118095,0.9750092449079194
2015,19,0.9525178472760898,0.9719456039428096
2015,20,0.9528392417004503,0.9719456039428096
2015,21,0.9397086041446188,0.9732347188682293
2015,23,0.9479228478228875,0.9736178063223629
2015,24,0.9415999104628229,0.9663474651187403
2015,25,0.9184084258056953,0.9754204226949825
2015,26,0.9283466508566656,0.9698692437791027
2015,27,0.9556172014164664,0.9661506358972128
2015,28,0.9166909860994115,0.9767368374035975
2015,29,0.9413378109783274,0.9559123522870432
2015,30,0.9466964303564152,0.9559123522870432
2015,31,0.9424285146583419,0.9550961838800711
2015,32,0.9085553344578166,0.9424285146583419
2015,37,0.9598240285879497,0.9634699252388927
2015,40,0.9306250567905985,0.9598240285879497
2015,42,0.9188542757978019,0.9760290001914297
2015,43,0.9207870806385682,0.957867067396726
2015,44,0.8997005091439944,0.9645225809633314
2015,46,0.9227834728241424,0.9748393290871682
2015,49,0.9190877325206932,0.9662650523553715
2015,50,0.9607974145878082,0.9662650523553715
2015,51,0.9013632426132726,0.964216273397854
2015,52,0.9022242521323425,0.9738059125405062
2015,68,0.9388953150510845,0.9710041788603679
2015,82,0.9629873868683247,0.978848071729893
2015,83,0.9432707470704872,0.9745848914840615
2015,84,0.9585809024738774,0.9645225809633314
2015,92,0.9285270349126864,0.9546176156447835
2015,94,0.9518512907441411,0.9696810893524476
2015,95,0.9483687000853425,0.9689092121783887
2015,96,0.956736020847507,0.9699828581343187
2015,97,0.9699828581343187,0.9712490713753857
2015,98,0.954000740066775,0.9710210432525396
2015,99,0.959741132103831,0.9730328455335006
2015,100,0.8927557055112852,0.9634600967649333
2015,101,0.9224161386287255,0.9514746255898223
2015,102,0.902005078139039,0.962181899278542
2015,103,0.8853966100815637,0.9568999685499455
2015,104,0.861898304031581,0.9204257003590959
2015,105,0.9174182191293286,0.9204257003590959
2015,106,0.938133985833834,0.9446963595375284
2015,107,0.9036189989108546,0.9398625692971038
2015,108,0.9252314885607353,0.9467331794703204
2015,109,0.9487663742331653,0.9541076958965894
2015,110,0.9276156075560944,0.9570613111712863
2015,111,0.9153859365886179,0.9579192483213725
2015,113,0.8782041630571321,0.9689092121783887
2015,114,0.8739421727423532,0.9805585662246483
2015,115,0.7959956175551455,0.9698692437791027
2016,2,0.9689844062817761,0.9721433374272965
2016,3,0.960655155535172,0.9619220357681294
2016,4,0.9629764680402618,0.9752558199414599
2016,6,0.9329948861639739,0.9401007809224822
2016,7,0.8814486867606424,0.9401007809224822
2016,8,0.8746142186470697,0.9279718345348477
2016,9,0.9279718345348477,0.9321992795733278
2016,10,0.8938810599957009,0.9528544402218365
2016,13,0.8859307686524996,0.9777566046712474
2016,14,0.9065316067772351,0.963041324885896
2016,17,0.903143822796343,0.9719907583926236
2016,18,0.930610819654987,0.9780133368614236
2016,19,0.9526700850085419,0.9744195401345848
2016,20,0.971496162628706,0.9766546584002559
2016,21,0.9381925213416328,0.9705131630828403
2016,23,0.9435952235902022,0.9591655007739672
2016,24,0.9296916749369051,0.9591655007739672
2016,25,0.8808787310002016,0.9706668266123833
2016,26,0.9297753681516613,0.9748920047610674
2016,27,0.934706577968671,0.9776768961859895
2016,28,0.9271353585179485,0.9759154003848161
2016,29,0.9370943776246138,0.9656324789555772
2016,30,0.9460966975870413,0.9656324789555772
2016,31,0.9321475281371495,0.9457749832804779
2016,32,0.9159408251815917,0.9457749832804779
2016,37,0.9274997291474986,0.9586881474553272
2016,40,0.9345775518693688,0.9586881474553272
2016,42,0.9331186359431246,0.9706668266123833
2016,43,0.9191114205996616,0.965698444069303
2016,44,0.9237898893589923,0.9702668771462112
2016,46,0.9200003886853905,0.9689844062817761
2016,49,0.9081355715518283,0.9656715874788684
2016,50,0.9624269000597242,0.9638841035290244
2016,51,0.9320031911143541,0.9638841035290244
2016,52,0.9224919146992384,0.9695415369162731
2016,68,0.9492619446938702,0.9763480816504294
2016,82,0.9381458107189625,0.9796333849552525
2016,83,0.9624843170654129,0.9741620759372835
2016,84,0.9550089267919206,0.9702668771462112
2016,92,0.9459823390184898,0.9658530623176996
2016,94,0.9378416213648783,0.9706735710274151
2016,95,0.9334450127007314,0.968742278864432
2016,96,0.9486732239007337,0.9711683602212777
2016,97,0.9565685916868061,0.9723442100335492
2016,98,0.9599437596052287,0.9710990237726933
2016,99,0.9435956096168289,0.9711683602212777
2016,100,0.8304822112249863,0.9601418931461672
2016,101,0.9221170458996142,0.9593540220455753
2016,102,0.9144760634447399,0.9769666096485021
2016,103,0.9031272459076521,0.9635906361722588
2016,104,0.8489169266130747,0.9048545758173867
2016,105,0.9012177406459824,0.9048545758173867
2016,106,0.9380202005922849,0.9413706251016762
2016,107,0.9119267621802308,0.948138540500212
2016,108,0.9131670657710308,0.9483639019942395
2016,109,0.9251428522155541,0.9572266050113555
2016,110,0.9239285654889491,0.9437315205448138
2016,111,0.9065279825745854,0.9557200923775276
2016,113,0.8500269512109664,0.9702642300360806
2016,114,0.8713724743292487,0.9768482639928482
2016,115,0.8232778881904835,0.9713303059430547
2017,2,0.972076470218421,0.9727218609847351
2017,3,0.9660690407142453,0.9669893784774021
2017,4,0.9582851630952968,0.9668939611619648
2017,6,0.9245385620411646,0.9359084119246631
2017,7,0.8886595220065924,0.9359084119246631
2017,8,0.8674761600817298,0.9225958550534604
2017,9,0.9212692925489263,0.9225958550534604
2017,10,0.9029126738802443,0.946547570097228
2017,13,0.9129892256336235,0.9731267839970171
2017,14,0.8903160726270788,0.9672815576238153
2017,17,0.9131567053569889,0.9768315656971551
2017,18,0.9078163480113974,0.9757130769856002
2017,19,0.9596109526135567,0.9768050153724743
2017,20,0.9504744162744655,0.9761209645886147
2017,21,0.9480229575643682,0.9692874418143407
2017,23,0.9640383285621913,0.9740902088794385
2017,24,0.9397997722418804,0.9687069364764685
2017,25,0.9159255781421315,0.9764212069186202
2017,26,0.9083680656147043,0.9673885978165092
2017,27,0.9624735647923156,0.9740557325598448
2017,28,0.9158857346119461,0.9768050153724743
2017,29,0.9381233832854308,0.9649114800045236
2017,30,0.9569981880408338,0.9649114800045236
2017,31,0.9275597297747147,0.9623919722009197
2017,32,0.8856122058842666,0.9623919722009197
2017,37,0.9239930670575832,0.962833289586964
2017,40,0.9237063814667907,0.962833289586964
2017,42,0.8959558738580964,0.9803210122419073
2017,43,0.9355084477319703,0.9692874418143407
2017,44,0.9178114113397526,0.9642426053782873
2017,46,0.9278599558339659,0.9675380323189685
2017,49,0.926404181858285,0.9658118664292445
2017,50,0.9488204900819066,0.9675380323189685
2017,51,0.923602526568908,0.9719819633642736
2017,52,0.8960387805111577,0.9708222346418885
2017,68,0.9323725246825844,0.9703558180403293
2017,82,0.9544107281455241,0.973964267949852
2017,83,0.9387975148749151,0.9734262840391675
2017,84,0.9528417627275245,0.9642426053782873
2017,92,0.9357461459427605,0.953240892197192
2017,94,0.9347359981538957,0.969299577989585
2017,95,0.9395440804246071,0.9599537730963513
2017,96,0.934007016926779,0.9580274535575011
2017,97,0.9580274535575011,0.9663960761557483
2017,98,0.96553622324667,0.9712820018549618
2017,99,0.9400220467332406,0.9692763381356566
2017,100,0.8545051531567871,0.9629447970070865
2017,101,0.9041069638026762,0.9504574180131496
2017,102,0.9333940549580302,0.9642977105493133
2017,103,0.859144467174824,0.9704594929888039
2017,104,0.8374453947238982,0.8967702602044025
2017,105,0.8967702602044025,0.8980823308274725
2017,106,0.9213159240159912,0.9299213016930706
2017,107,0.9156341521974065,0.9180151997320452
2017,108,0.921120511945171,0.9434490703387424
2017,109,0.9257281596969514,0.9573557465919984
2017,110,0.9161491304966216,0.9440689337506828
2017,111,0.9089256288973815,0.9629160838165227
2017,113,0.8904689227595614,0.9785623655012872
2017,114,0.8823577722016879,0.9818507635168412
2017,115,0.7622511202496328,0.9773936765723853
